Sample,Match 1 Reference,Match 1 Confidence,Match 1 Window,Match 2 Reference,Match 2 Confidence,Match 2 Window,Time to Compute (ns)
exp_signal28.csv,ref_signal1.csv,0.9008277197823699,28.0 - 77.0,ref_signal2.csv,0.8388396115588219,50.0 - 99.0,602330
exp_signal6.csv,ref_signal3.csv,0.7729463442997058,37.0 - 86.0,ref_signal0.csv,0.7577554272829384,15.0 - 64.0,335540
exp_signal36.csv,ref_signal3.csv,0.8129091420010863,5.0 - 54.0,ref_signal1.csv,0.8041940062398995,23.0 - 72.0,326452
exp_signal22.csv,ref_signal3.csv,0.8112567927811719,43.0 - 92.0,ref_signal1.csv,0.7712296110841554,8.0 - 57.0,313438
exp_signal19.csv,ref_signal1.csv,0.9380948717457459,33.0 - 82.0,ref_signal3.csv,0.757403725014895,36.0 - 85.0,308128
exp_signal18.csv,ref_signal3.csv,0.8355725355919571,12.0 - 61.0,ref_signal1.csv,0.77409044394585,32.0 - 81.0,308128
exp_signal37.csv,ref_signal3.csv,0.9129102297225209,8.0 - 57.0,ref_signal1.csv,0.7769221260064529,5.0 - 54.0,316103
exp_signal15.csv,ref_signal3.csv,0.874514604018917,8.0 - 57.0,ref_signal1.csv,0.7606753980755703,5.0 - 54.0,349806
exp_signal34.csv,ref_signal1.csv,0.850769710241328,0.0 - 49.0,ref_signal3.csv,0.8016546559140306,34.0 - 83.0,318247
exp_signal16.csv,ref_signal2.csv,0.9345970759038802,44.0 - 93.0,ref_signal0.csv,0.8355393468157861,10.0 - 59.0,307447
exp_signal13.csv,ref_signal3.csv,0.7986791009494834,0.0 - 49.0,ref_signal1.csv,0.7786832521817698,46.0 - 95.0,302226
exp_signal24.csv,ref_signal2.csv,0.9025566695246529,3.0 - 52.0,ref_signal1.csv,0.7598002590299989,1.0 - 50.0,295835
exp_signal27.csv,ref_signal1.csv,0.9230706013495549,16.0 - 65.0,ref_signal3.csv,0.8009909918735711,49.0 - 98.0,307156
exp_signal38.csv,ref_signal2.csv,0.895931054940983,47.0 - 96.0,ref_signal0.csv,0.8796207494907561,10.0 - 59.0,297007
exp_signal2.csv,ref_signal3.csv,0.8590683618446308,10.0 - 59.0,ref_signal1.csv,0.7526954589644316,4.0 - 53.0,302297
exp_signal10.csv,ref_signal1.csv,0.9327485674165659,35.0 - 84.0,ref_signal3.csv,0.773652552515906,38.0 - 87.0,308328
exp_signal14.csv,ref_signal0.csv,0.8854838399908744,29.0 - 78.0,ref_signal3.csv,0.7667388334173117,22.0 - 71.0,297147
exp_signal7.csv,ref_signal2.csv,0.9257487804938446,45.0 - 94.0,ref_signal0.csv,0.8543122598147406,12.0 - 61.0,295023
exp_signal17.csv,ref_signal1.csv,0.9394099776268512,31.0 - 80.0,ref_signal2.csv,0.7533826390793311,50.0 - 99.0,305222
exp_signal8.csv,ref_signal0.csv,0.8495180890594225,37.0 - 86.0,ref_signal3.csv,0.7263253135383633,3.0 - 52.0,297288
exp_signal31.csv,ref_signal1.csv,0.9373362633328687,31.0 - 80.0,ref_signal2.csv,0.751998897633152,50.0 - 99.0,296176
exp_signal0.csv,ref_signal2.csv,0.8578541521431381,2.0 - 51.0,ref_signal1.csv,0.7690161599247176,0.0 - 49.0,295775
exp_signal1.csv,ref_signal0.csv,0.8639736319507936,29.0 - 78.0,ref_signal3.csv,0.7061726619931956,21.0 - 70.0,310673
exp_signal20.csv,ref_signal0.csv,0.8953941989464075,43.0 - 92.0,ref_signal2.csv,0.8329388608017748,9.0 - 58.0,294442
exp_signal39.csv,ref_signal2.csv,0.9173950875914477,5.0 - 54.0,ref_signal0.csv,0.7688031190760224,50.0 - 99.0,292488
exp_signal9.csv,ref_signal3.csv,0.8545031457020361,8.0 - 57.0,ref_signal1.csv,0.7775524696798193,2.0 - 51.0,308278
exp_signal32.csv,ref_signal2.csv,0.9211597144534963,43.0 - 92.0,ref_signal0.csv,0.8260212717722765,4.0 - 53.0,298369
exp_signal12.csv,ref_signal0.csv,0.9330155789884804,17.0 - 66.0,ref_signal2.csv,0.8523524739254477,50.0 - 99.0,295324
exp_signal35.csv,ref_signal1.csv,0.9194222752656654,36.0 - 85.0,ref_signal3.csv,0.7679698553780075,38.0 - 87.0,327625
exp_signal29.csv,ref_signal3.csv,0.8496801461397462,43.0 - 92.0,ref_signal1.csv,0.7204898855697859,7.0 - 56.0,296897
exp_signal26.csv,ref_signal2.csv,0.9125697118075035,10.0 - 59.0,ref_signal0.csv,0.795251660005804,44.0 - 93.0,297058
exp_signal4.csv,ref_signal1.csv,0.9339284097293348,11.0 - 60.0,ref_signal3.csv,0.7705235987787694,46.0 - 95.0,291607
exp_signal23.csv,ref_signal0.csv,0.8913005532718017,23.0 - 72.0,ref_signal2.csv,0.7909669606079874,50.0 - 99.0,301415
exp_signal21.csv,ref_signal0.csv,0.9051267227454166,46.0 - 95.0,ref_signal2.csv,0.77955699439088,10.0 - 59.0,291247
exp_signal11.csv,ref_signal2.csv,0.9182102214980468,16.0 - 65.0,ref_signal0.csv,0.7739749455027125,50.0 - 99.0,292028
exp_signal3.csv,ref_signal0.csv,0.9350988502296989,10.0 - 59.0,ref_signal2.csv,0.8473190794088461,48.0 - 97.0,301997
exp_signal25.csv,ref_signal1.csv,0.9609683182213681,20.0 - 69.0,ref_signal3.csv,0.7631733964299066,50.0 - 99.0,294963
exp_signal5.csv,ref_signal2.csv,0.9429901771544683,33.0 - 82.0,ref_signal0.csv,0.8343648165062564,1.0 - 50.0,296566
exp_signal30.csv,ref_signal2.csv,0.7542659574045258,4.0 - 53.0,ref_signal1.csv,0.7125526624980336,45.0 - 94.0,302879
exp_signal33.csv,ref_signal2.csv,0.9107160988952417,12.0 - 61.0,ref_signal0.csv,0.7846915544669515,46.0 - 95.0,294963
